WorkOrderID,EvalQuestTxt,EvalQuestValTxt,LocationName,City,State,SignDate,JobID,JobCategoryID,ProgramType,CustomerName,PrimaryTechnicianID,DistrictName,WOStatusID,Revenue,Expense,GP,Column1
240504-379,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 6679,Mira Mesa,CA,2024-05-08 03:44:34,SXX0025,EBR,HDFER,HOME DEPOT USA,JVankirk,District 13,POSTED,160.5,-75.76,84.74,
240504-379,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 6679,Mira Mesa,CA,2024-05-08 03:44:34,SXX0025,EBR,HDFER,HOME DEPOT USA,JVankirk,District 13,POSTED,160.5,-75.76,84.74,
240503-007,Overall Performance Was:,Excellent,THE HOME DEPOT 0263,ALTAMONTE SPG,FL,2024-05-08 04:53:13,B240053,ERO,HD474,HOME DEPOT USA,EFootman,District 5,CLOSED,0,-485.35,-485.35,
240503-088,Overall Performance Was:,,Best Buy 243,Toledo,OH,2024-05-08 05:54:03,EXX0021,ER1,SERVIC,Best Buy,,District 7,POSTED,659.98,-288.56,371.42,
240403-043,Overall Performance Was:,,Publix Super Markets 1684,SAINT JOHNS,FL,2024-05-08 06:14:42,SXX1020,LBR,LI,Publix Super Markets,TLanouette,District 5,POSTED,938.63,-735.53,203.1,
220606-221,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0141,BRUNSWICK,GA,2024-05-08 06:23:49,B220063,ERO,HD429,HOME DEPOT USA,KRewis,District 4,RVWBLL,0,-1802.46,-1802.46,
220606-221,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0141,BRUNSWICK,GA,2024-05-08 06:23:49,B220063,ERO,HD429,HOME DEPOT USA,KRewis,District 4,RVWBLL,0,-1802.46,-1802.46,
220606-221,Overall Performance Was:,Excellent,THE HOME DEPOT 0141,BRUNSWICK,GA,2024-05-08 06:23:49,B220063,ERO,HD429,HOME DEPOT USA,KRewis,District 4,RVWBLL,0,-1802.46,-1802.46,
220606-221,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0141,BRUNSWICK,GA,2024-05-08 06:23:49,B220063,ERO,HD429,HOME DEPOT USA,KRewis,District 4,RVWBLL,0,-1802.46,-1802.46,
240315-118,Overall Performance Was:,Excellent,THE HOME DEPOT 8955,PARKESBURG,PA,2024-05-08 06:33:02,B240020,ERO,HD467,HOME DEPOT USA,jinge,District 2,RVWBLL,0,-1112.36,-1112.36,
240315-118,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 8955,PARKESBURG,PA,2024-05-08 06:33:02,B240020,ERO,HD467,HOME DEPOT USA,jinge,District 2,RVWBLL,0,-1112.36,-1112.36,
240315-118,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 8955,PARKESBURG,PA,2024-05-08 06:33:02,B240020,ERO,HD467,HOME DEPOT USA,jinge,District 2,RVWBLL,0,-1112.36,-1112.36,
240315-118,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 8955,PARKESBURG,PA,2024-05-08 06:33:02,B240020,ERO,HD467,HOME DEPOT USA,jinge,District 2,RVWBLL,0,-1112.36,-1112.36,
240327-302,Was Contractors Quality of Work Satisfactory?,Yes,Target 2787,UPPR ST CLAIR,PA,2024-05-08 07:00:04,B240004,ERO,TG083,CONLON CONSTRUCTION,WKnight,,POSTED,4310,-3188.26,1121.74,
240327-302,Did Contractors Employees Cooperate with You?,Yes,Target 2787,UPPR ST CLAIR,PA,2024-05-08 07:00:04,B240004,ERO,TG083,CONLON CONSTRUCTION,WKnight,,POSTED,4310,-3188.26,1121.74,
240327-302,Did Contractors Clean Up All Work Areas?,Yes,Target 2787,UPPR ST CLAIR,PA,2024-05-08 07:00:04,B240004,ERO,TG083,CONLON CONSTRUCTION,WKnight,,POSTED,4310,-3188.26,1121.74,
240327-302,Overall Performance Was:,Excellent,Target 2787,UPPR ST CLAIR,PA,2024-05-08 07:00:04,B240004,ERO,TG083,CONLON CONSTRUCTION,WKnight,,POSTED,4310,-3188.26,1121.74,
240503-053,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 1806,Boise,ID,2024-05-08 07:22:47,SXX0025,EBR,SERVIC,HOME DEPOT USA,DReadyhoug,District 11,POSTED,612.68,-445.73,166.95,
240503-053,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 1806,Boise,ID,2024-05-08 07:22:47,SXX0025,EBR,SERVIC,HOME DEPOT USA,DReadyhoug,District 11,POSTED,612.68,-445.73,166.95,
240503-053,Overall Performance Was:,Excellent,THE HOME DEPOT 1806,Boise,ID,2024-05-08 07:22:47,SXX0025,EBR,SERVIC,HOME DEPOT USA,DReadyhoug,District 11,POSTED,612.68,-445.73,166.95,
240503-053,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 1806,Boise,ID,2024-05-08 07:22:47,SXX0025,EBR,SERVIC,HOME DEPOT USA,DReadyhoug,District 11,POSTED,612.68,-445.73,166.95,
240422-140,Overall Performance Was:,,Walmart Supercenter 2480,Honesdale,PA,2024-05-08 07:27:36,SXX0022,EBR,SERVIC,WAL-MART STORES,SRosen,District 2,POSTED,475,-741.08,-266.08,
240501-067,Overall Performance Was:,,Walmart Supercenter 1696,Fergus Falls,MN,2024-05-08 07:45:56,EXX0021,ER1,SERVIC,WAL-MART STORES,,District 8,POSTED,255.98,-319.98,-64,
240507-091,Overall Performance Was:,,Publix Super Markets 1805,ROCKLEDGE,FL,2024-05-08 07:54:37,SXX1020,LBR,CASE,Publix Super Markets,BKustigian,,POSTED,334.5,-102.29,232.21,
240504-389,Overall Performance Was:,,Publix Super Markets 0695,W MELBOURNE,FL,2024-05-08 08:04:57,SXX1020,LBR,LE,Publix Super Markets,BKustigian,,POSTED,352.21,-163.57,188.64,
240416-215,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 2560,GERMANTOWN,MD,2024-05-08 08:20:27,B240020,ERO,HD467,HOME DEPOT USA,GSisk,District 2,RVWBLL,0,-1372.82,-1372.82,
240416-215,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 2560,GERMANTOWN,MD,2024-05-08 08:20:27,B240020,ERO,HD467,HOME DEPOT USA,GSisk,District 2,RVWBLL,0,-1372.82,-1372.82,
240416-215,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 2560,GERMANTOWN,MD,2024-05-08 08:20:27,B240020,ERO,HD467,HOME DEPOT USA,GSisk,District 2,RVWBLL,0,-1372.82,-1372.82,
240416-215,Overall Performance Was:,Excellent,THE HOME DEPOT 2560,GERMANTOWN,MD,2024-05-08 08:20:27,B240020,ERO,HD467,HOME DEPOT USA,GSisk,District 2,RVWBLL,0,-1372.82,-1372.82,
240506-209,Overall Performance Was:,,Publix Super Markets 1416,KNOXVILLE,TN,2024-05-08 08:21:14,SXX1023,LBR,CASE,Publix Super Markets,AFoksha,,POSTED,238.88,-86.19,152.69,
240506-143,Overall Performance Was:,,Publix Super Markets 1421,TITUSVILLE,FL,2024-05-08 08:30:20,SXX1020,LBR,CASE,Publix Super Markets,BKustigian,District 5,POSTED,304.1,-123.01,181.09,
240426-202,Overall Performance Was:,,Bank of America CA3-136,Vallejo,CA,2024-05-08 08:31:45,SXX0025,EBR,SERVIC,Cushman&Wakefield / BOA,COsborn,District 12,POSTED,247,-191.59,55.41,
240403-231,Overall Performance Was:,,LOWES 3206,Silverthorne,CO,2024-05-08 08:33:43,EXX0025,ER1,SERVIC,LOWES COMPANIES,,District 11,POSTED,256.75,-250,6.75,
240505-003,Overall Performance Was:,,Publix Super Markets 1358,TITUSVILLE,FL,2024-05-08 08:35:11,SXX1020,LBR,CASE,Publix Super Markets,BKustigian,District 5,POSTED,219.75,-87.87,131.88,
230630-078,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0411,SHOW LOW,AZ,2024-05-08 08:40:44,B230016,ERO,HD444,HOME DEPOT USA,BKoger,District 13,POSTED,2300,-2029.73,270.27,
230630-078,Overall Performance Was:,Excellent,THE HOME DEPOT 0411,SHOW LOW,AZ,2024-05-08 08:40:44,B230016,ERO,HD444,HOME DEPOT USA,BKoger,District 13,POSTED,2300,-2029.73,270.27,
230630-078,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0411,SHOW LOW,AZ,2024-05-08 08:40:44,B230016,ERO,HD444,HOME DEPOT USA,BKoger,District 13,POSTED,2300,-2029.73,270.27,
230630-078,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0411,SHOW LOW,AZ,2024-05-08 08:40:44,B230016,ERO,HD444,HOME DEPOT USA,BKoger,District 13,POSTED,2300,-2029.73,270.27,
240504-407,Overall Performance Was:,,Publix Super Markets 1125,JACKSONVILLE,FL,2024-05-08 08:48:52,SXX1020,LBR,CASE,Publix Super Markets,TLanouette,District 5,POSTED,292.62,-128.24,164.38,
240504-382,Overall Performance Was:,,Publix Super Markets 0773,ATLANTA,GA,2024-05-08 08:51:14,SXX1023,LBR,CASE,Publix Super Markets,APhillip,,POSTED,255.99,-79.11,176.88,
240410-157,Overall Performance Was:,,Bank of America CA6-119,SN BERNRDNO,CA,2024-05-08 08:56:01,HXX1600,LRM,GMRSGN,Cushman&Wakefield / BOA,RDelgado,District 13,POSTED,1495.85,-691.5,804.35,
240507-114,Overall Performance Was:,,LOWES 553,POTTSVILLE,PA,2024-05-08 08:59:27,SXX0022,EBR,SERVIC,LOWES COMPANIES,BGasper,District 2,POSTED,221.5,-155.04,66.46,
240504-376,Overall Performance Was:,,Publix Super Markets 1640,WAYNESVILLE,NC,2024-05-08 09:01:09,SXX1023,LBR,CASE,Publix Super Markets,AFoksha,District 3,POSTED,612.75,-154.61,458.14,
240216-069,Overall Performance Was:,,Murphy USA 7492,Thornton,CO,2024-05-08 09:08:02,SXX1025,LBR,LI,MURPHY OIL USA,JGreenly,District 11,POSTED,3313.48,-2953.88,359.6,
240504-014,Overall Performance Was:,,Publix Super Markets 0523,COCOA,FL,2024-05-08 09:11:29,SXX1020,LBR,CASE,Publix Super Markets,BKustigian,,POSTED,192.82,-90.57,102.25,
240403-123,Overall Performance Was:,Excellent,LOWES 609,CHESTERFIELD,VA,2024-05-08 09:15:50,B240013,ERO,RO260,Colony Display Systems,CAkers,District 2,POSTED,1995,-1118.23,876.77,
240403-123,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 609,CHESTERFIELD,VA,2024-05-08 09:15:50,B240013,ERO,RO260,Colony Display Systems,CAkers,District 2,POSTED,1995,-1118.23,876.77,
240403-123,Did Contractors Clean Up All Work Areas?,Yes,LOWES 609,CHESTERFIELD,VA,2024-05-08 09:15:50,B240013,ERO,RO260,Colony Display Systems,CAkers,District 2,POSTED,1995,-1118.23,876.77,
240403-123,Did Contractors Employees Cooperate with You?,Yes,LOWES 609,CHESTERFIELD,VA,2024-05-08 09:15:50,B240013,ERO,RO260,Colony Display Systems,CAkers,District 2,POSTED,1995,-1118.23,876.77,
240418-269,Overall Performance Was:,,Bank of America CA0-243,Coachella,CA,2024-05-08 09:19:00,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,RDelgado,District 13,POSTED,298.5,-199.45,99.05,
240503-079,Overall Performance Was:,,Bank of America CA5-123,SAN FRANCISCO,CA,2024-05-08 09:22:22,HXX1600,LRM,GMRSGN,Cushman&Wakefield / BOA,,District 12,POSTED,369,-325,44,
240508-055,Overall Performance Was:,,Regal Greenway,HOUSTON,TX,2024-05-08 09:40:49,F241502,SP1,RG001,Bailey Construction,,District 10,POSTED,0,0,0,
240508-053,Overall Performance Was:,,Regal Greenway,HOUSTON,TX,2024-05-08 09:41:22,F241502,SP1,RG001,Bailey Construction,,District 10,POSTED,0,0,0,
240508-051,Overall Performance Was:,,THE HOME DEPOT 1855,Englewood,FL,2024-05-08 09:43:19,F240501,SP1,HD470,Atlas Building Group,,,POSTED,0,0,0,
240508-056,Overall Performance Was:,,THE HOME DEPOT 1855,Englewood,FL,2024-05-08 09:44:07,F240501,SP1,HD470,Atlas Building Group,,,POSTED,0,0,0,
240501-059,Overall Performance Was:,,Ashley Homestore 030-Columbia,COLUMBIA,MO,2024-05-08 09:44:29,SXX0021,EBR,SERVIC,Dufresne Spencer Group,DSHarris,District 8,POSTED,299.28,-348.66,-49.38,
240422-054,Overall Performance Was:,Excellent,THE HOME DEPOT 0620,HAWTHORNE,CA,2024-05-08 09:54:13,B240057,ERO,HD478,HOME DEPOT USA,TTamayo,District 13,RVWBLL,0,-2121.84,-2121.84,
240422-054,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0620,HAWTHORNE,CA,2024-05-08 09:54:13,B240057,ERO,HD478,HOME DEPOT USA,TTamayo,District 13,RVWBLL,0,-2121.84,-2121.84,
240422-054,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0620,HAWTHORNE,CA,2024-05-08 09:54:13,B240057,ERO,HD478,HOME DEPOT USA,TTamayo,District 13,RVWBLL,0,-2121.84,-2121.84,
240422-054,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0620,HAWTHORNE,CA,2024-05-08 09:54:13,B240057,ERO,HD478,HOME DEPOT USA,TTamayo,District 13,RVWBLL,0,-2121.84,-2121.84,
240130-302,Overall Performance Was:,,Dillard's 201 International Plaza,Tampa,FL,2024-05-08 10:08:00,SXX0020,EBR,S-DILL,"CDI CONTRACTORS, LLC",TGriffiths,District 5,POSTED,42119.03,-24858.89,17260.14,
240419-253,Did Contractors Clean Up All Work Areas?,Yes,Bank of America SCW-081,COLUMBIA,SC,2024-05-08 10:14:34,HXX1600,LRM,GMRLE,JLL / Bank of America,ZGreene,District 3,POSTED,257,-52.35,204.65,
240419-253,Overall Performance Was:,Excellent,Bank of America SCW-081,COLUMBIA,SC,2024-05-08 10:14:34,HXX1600,LRM,GMRLE,JLL / Bank of America,ZGreene,District 3,POSTED,257,-52.35,204.65,
240419-253,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America SCW-081,COLUMBIA,SC,2024-05-08 10:14:34,HXX1600,LRM,GMRLE,JLL / Bank of America,ZGreene,District 3,POSTED,257,-52.35,204.65,
240419-253,Did Contractors Employees Cooperate with You?,Yes,Bank of America SCW-081,COLUMBIA,SC,2024-05-08 10:14:34,HXX1600,LRM,GMRLE,JLL / Bank of America,ZGreene,District 3,POSTED,257,-52.35,204.65,
231110-174,Overall Performance Was:,,THE HOME DEPOT 1245,NEW ROCHELLE,NY,2024-05-08 10:15:11,B230061,ERO,HD456,HOME DEPOT USA,,Resource 1,POSTED,49300,-30079.27,19220.73,
240507-086,Did Contractors Employees Cooperate with You?,Yes,Starbucks 81116,NASHVILLE,TN,2024-05-08 10:32:13,SXX0023,EBR,COMPAS,STARBUCKS CORPORATION,CKellner,,POSTED,249,-119.98,129.02,
240507-086,Overall Performance Was:,Excellent,Starbucks 81116,NASHVILLE,TN,2024-05-08 10:32:13,SXX0023,EBR,COMPAS,STARBUCKS CORPORATION,CKellner,,POSTED,249,-119.98,129.02,
240507-086,Did Contractors Clean Up All Work Areas?,Yes,Starbucks 81116,NASHVILLE,TN,2024-05-08 10:32:13,SXX0023,EBR,COMPAS,STARBUCKS CORPORATION,CKellner,,POSTED,249,-119.98,129.02,
240507-086,Was Contractors Quality of Work Satisfactory?,Yes,Starbucks 81116,NASHVILLE,TN,2024-05-08 10:32:13,SXX0023,EBR,COMPAS,STARBUCKS CORPORATION,CKellner,,POSTED,249,-119.98,129.02,
240425-070,Did Contractors Clean Up All Work Areas?,Yes,SAFEWAY UMP02979,TOWSON,MD,2024-05-08 11:02:13,B240044,ERO,IG001,The InSite Group,DOneal,,POSTED,1530,-341.18,1188.82,
240425-070,Was Contractors Quality of Work Satisfactory?,Yes,SAFEWAY UMP02979,TOWSON,MD,2024-05-08 11:02:13,B240044,ERO,IG001,The InSite Group,DOneal,,POSTED,1530,-341.18,1188.82,
240425-070,Overall Performance Was:,Excellent,SAFEWAY UMP02979,TOWSON,MD,2024-05-08 11:02:13,B240044,ERO,IG001,The InSite Group,DOneal,,POSTED,1530,-341.18,1188.82,
240425-070,Did Contractors Employees Cooperate with You?,Yes,SAFEWAY UMP02979,TOWSON,MD,2024-05-08 11:02:13,B240044,ERO,IG001,The InSite Group,DOneal,,POSTED,1530,-341.18,1188.82,
240329-287,Overall Performance Was:,,Apple R074,BOCA RATON,FL,2024-05-08 11:02:43,B240058,ERO,AA002,"Dynamic Resources, Inc.",GSierra,,POSTED,475,-308.42,166.58,
240503-030,Overall Performance Was:,,Murphy USA 8500,Walker,LA,2024-05-08 11:11:59,SXX1024,LBR,LI,MURPHY OIL USA,BButeaux,District 9,POSTED,280,-156.75,123.25,
240425-606,Did Contractors Clean Up All Work Areas?,Yes,Shaws 484,LONDONDERRY,NH,2024-05-08 11:14:33,B240044,ERO,IG001,The InSite Group,NJewell,,RVWBLL,0,-2229.45,-2229.45,
240425-606,Was Contractors Quality of Work Satisfactory?,Yes,Shaws 484,LONDONDERRY,NH,2024-05-08 11:14:33,B240044,ERO,IG001,The InSite Group,NJewell,,RVWBLL,0,-2229.45,-2229.45,
240425-606,Overall Performance Was:,Excellent,Shaws 484,LONDONDERRY,NH,2024-05-08 11:14:33,B240044,ERO,IG001,The InSite Group,NJewell,,RVWBLL,0,-2229.45,-2229.45,
240425-606,Did Contractors Employees Cooperate with You?,Yes,Shaws 484,LONDONDERRY,NH,2024-05-08 11:14:33,B240044,ERO,IG001,The InSite Group,NJewell,,RVWBLL,0,-2229.45,-2229.45,
240329-317,Overall Performance Was:,,Apple R106,TUKWILA,WA,2024-05-08 11:18:52,B240058,ERO,AA002,"Dynamic Resources, Inc.",DHunsaker,,POSTED,475,-517.6,-42.6,
240329-292,Overall Performance Was:,,Apple R203,KNOXVILLE,TN,2024-05-08 11:25:51,B240058,ERO,AA002,"Dynamic Resources, Inc.",JBuckner,,POSTED,475,-238.28,236.72,
240507-265,Overall Performance Was:,Excellent,Publix Super Markets 1400,SPANISH FORT,AL,2024-05-08 11:36:53,SXX1023,LBR,LE,Publix Super Markets,KFarrior,District 3,HSCHED,0,-257.82,-257.82,
240507-265,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 1400,SPANISH FORT,AL,2024-05-08 11:36:53,SXX1023,LBR,LE,Publix Super Markets,KFarrior,District 3,HSCHED,0,-257.82,-257.82,
240507-265,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1400,SPANISH FORT,AL,2024-05-08 11:36:53,SXX1023,LBR,LE,Publix Super Markets,KFarrior,District 3,HSCHED,0,-257.82,-257.82,
240507-265,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1400,SPANISH FORT,AL,2024-05-08 11:36:53,SXX1023,LBR,LE,Publix Super Markets,KFarrior,District 3,HSCHED,0,-257.82,-257.82,
240416-099,Overall Performance Was:,,Target 821,ALEXANDRIA,MN,2024-05-08 11:47:05,EXX0021,ER1,SERVIC,Target,,District 8,POSTED,1370.67,-1030.07,340.6,
240505-028,Overall Performance Was:,,Marshalls 1100688,Matthews,NC,2024-05-08 11:47:31,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",MGrant,,POSTED,539,-229.03,309.97,
240425-208,Overall Performance Was:,Excellent,Publix Super Markets 0461,MORROW,GA,2024-05-08 11:50:07,HXX1500,LRM,PBLM-I,Publix Super Markets,RSSmith,,POSTED,504.64,-124.4,380.24,
240425-208,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 0461,MORROW,GA,2024-05-08 11:50:07,HXX1500,LRM,PBLM-I,Publix Super Markets,RSSmith,,POSTED,504.64,-124.4,380.24,
240425-208,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 0461,MORROW,GA,2024-05-08 11:50:07,HXX1500,LRM,PBLM-I,Publix Super Markets,RSSmith,,POSTED,504.64,-124.4,380.24,
240425-208,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 0461,MORROW,GA,2024-05-08 11:50:07,HXX1500,LRM,PBLM-I,Publix Super Markets,RSSmith,,POSTED,504.64,-124.4,380.24,
240425-224,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 0841,HOOVER,AL,2024-05-08 11:54:49,HXX1500,LRM,PBLM-I,Publix Super Markets,CArrington,,POSTED,698.82,-193.85,504.97,
240425-224,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 0841,HOOVER,AL,2024-05-08 11:54:49,HXX1500,LRM,PBLM-I,Publix Super Markets,CArrington,,POSTED,698.82,-193.85,504.97,
240425-224,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 0841,HOOVER,AL,2024-05-08 11:54:49,HXX1500,LRM,PBLM-I,Publix Super Markets,CArrington,,POSTED,698.82,-193.85,504.97,
240425-224,Overall Performance Was:,Excellent,Publix Super Markets 0841,HOOVER,AL,2024-05-08 11:54:49,HXX1500,LRM,PBLM-I,Publix Super Markets,CArrington,,POSTED,698.82,-193.85,504.97,
240329-279,Overall Performance Was:,,Apple R281,WHITEHALL,PA,2024-05-08 11:55:14,B240058,ERO,AA002,"Dynamic Resources, Inc.",BGasper,,POSTED,475,-223.41,251.59,
240502-072,Overall Performance Was:,,Target 1372,Thornton,CO,2024-05-08 11:55:28,EXX0025,ER1,SERVIC,Target,TGranado,District 11,POSTED,621.9,-605,16.9,
240425-271,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1466,CARY,NC,2024-05-08 11:56:40,HXX1500,LRM,PBLM-I,Publix Super Markets,SDorman,District 3,POSTED,417.13,-279.61,137.52,
240425-271,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1466,CARY,NC,2024-05-08 11:56:40,HXX1500,LRM,PBLM-I,Publix Super Markets,SDorman,District 3,POSTED,417.13,-279.61,137.52,
240425-271,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 1466,CARY,NC,2024-05-08 11:56:40,HXX1500,LRM,PBLM-I,Publix Super Markets,SDorman,District 3,POSTED,417.13,-279.61,137.52,
240425-271,Overall Performance Was:,Excellent,Publix Super Markets 1466,CARY,NC,2024-05-08 11:56:40,HXX1500,LRM,PBLM-I,Publix Super Markets,SDorman,District 3,POSTED,417.13,-279.61,137.52,
240329-267,Overall Performance Was:,,Apple R746,DALLAS,TX,2024-05-08 11:58:42,B240058,ERO,AA002,"Dynamic Resources, Inc.",JPeichoto,,POSTED,475,-285.32,189.68,
240411-136,Overall Performance Was:,,Apple R182,BROOMFIELD,CO,2024-05-08 12:02:01,B240058,ERO,AA002,"Dynamic Resources, Inc.",AARJones,,POSTED,475,-138.42,336.58,
240504-018,Did Contractors Clean Up All Work Areas?,Yes,Marshalls 1100839,Buford,GA,2024-05-08 12:03:28,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",JHarteau,,POSTED,453.4,-243.78,209.62,
240504-018,Was Contractors Quality of Work Satisfactory?,Yes,Marshalls 1100839,Buford,GA,2024-05-08 12:03:28,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",JHarteau,,POSTED,453.4,-243.78,209.62,
240504-018,Overall Performance Was:,Excellent,Marshalls 1100839,Buford,GA,2024-05-08 12:03:28,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",JHarteau,,POSTED,453.4,-243.78,209.62,
240504-018,Did Contractors Employees Cooperate with You?,Yes,Marshalls 1100839,Buford,GA,2024-05-08 12:03:28,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",JHarteau,,POSTED,453.4,-243.78,209.62,
240329-327,Overall Performance Was:,,Apple R122,MANHATTAN BCH,CA,2024-05-08 12:03:59,B240058,ERO,AA002,"Dynamic Resources, Inc.",PTrier,,POSTED,475,-242.91,232.09,
240426-206,Overall Performance Was:,,Meritage Hospitality Group 0325-Hively,ELKHART,IN,2024-05-08 12:04:57,SXX1021,LBR,LI,Meritage Hospitality,ELKing,,POSTED,399,-245.47,153.53,
240329-357,Overall Performance Was:,,Apple R142,ANNAPOLIS,MD,2024-05-08 12:06:04,B240058,ERO,AA002,"Dynamic Resources, Inc.",MWhitlock,,POSTED,475,-391.25,83.75,
240329-364,Overall Performance Was:,,Apple R186,RENO,NV,2024-05-08 12:07:19,B240058,ERO,AA002,"Dynamic Resources, Inc.",TMarshall,,POSTED,475,-307.79,167.21,
240329-320,Overall Performance Was:,,Apple R189,CANOGA PARK,CA,2024-05-08 12:08:17,B240058,ERO,AA002,"Dynamic Resources, Inc.",JVankirk,,POSTED,475,-205.32,269.68,
240419-258,Did Contractors Clean Up All Work Areas?,Yes,Bank of America SCW-355,COLUMBIA,SC,2024-05-08 12:09:52,HXX1600,LRM,GMRREO,JLL / Bank of America,RBagley,District 3,POSTED,291,-93.73,197.27,
240419-258,Overall Performance Was:,Excellent,Bank of America SCW-355,COLUMBIA,SC,2024-05-08 12:09:52,HXX1600,LRM,GMRREO,JLL / Bank of America,RBagley,District 3,POSTED,291,-93.73,197.27,
240419-258,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America SCW-355,COLUMBIA,SC,2024-05-08 12:09:52,HXX1600,LRM,GMRREO,JLL / Bank of America,RBagley,District 3,POSTED,291,-93.73,197.27,
240419-258,Did Contractors Employees Cooperate with You?,Yes,Bank of America SCW-355,COLUMBIA,SC,2024-05-08 12:09:52,HXX1600,LRM,GMRREO,JLL / Bank of America,RBagley,District 3,POSTED,291,-93.73,197.27,
240329-374,Overall Performance Was:,,Apple R251,NEW YORK,NY,2024-05-08 12:10:01,B240058,ERO,AA002,"Dynamic Resources, Inc.",MValdeigle,,POSTED,475,-234.99,240.01,
240329-321,Overall Performance Was:,,Apple R300,CERRITOS,CA,2024-05-08 12:13:34,B240058,ERO,AA002,"Dynamic Resources, Inc.",JVankirk,,POSTED,475,-117.89,357.11,
240329-337,Overall Performance Was:,,Apple R317,SANTA BARBARA,CA,2024-05-08 12:14:26,B240058,ERO,AA002,"Dynamic Resources, Inc.",PTrier,,POSTED,475,-344.5,130.5,
240329-367,Overall Performance Was:,,Apple R325,WAYNE,NJ,2024-05-08 12:15:58,B240058,ERO,AA002,"Dynamic Resources, Inc.",RMasterson,,POSTED,475,-190.64,284.36,
240329-352,Overall Performance Was:,,Apple R364,AUGUSTA,GA,2024-05-08 12:18:01,B240058,ERO,AA002,"Dynamic Resources, Inc.",KRewis,,POSTED,475,-556.9,-81.9,
